title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,doc_id
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 8/SEOJK.04/2020 Tentang Kontribusi Dana Jaminan Berdasarkan Nilai,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai-.aspx,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,10/SEOJK.04/2022,29 Juni 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai- -- RINGKASAN SEOJK 10 - 04 -2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai-/RINGKASAN%20SEOJK%2010%20-%2004%20-2022.pdf,ojk-surat_edaran_ojk-10_seojk_04_2022-29062022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_8_seojk_04_2020_tentang_kontribusi_dana_jaminan_berdasarkan_nilai__ringkasan_seojk_10_04_2022_pdf.pdf,286
Penyelenggaraan Produk Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat.aspx,Perbankan,BPR,Surat Edaran OJK,8/SEOJK.03/2022,29 Juni 2022,Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat -- SEOJK 8 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat/SEOJK%208%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-8_seojk_03_2022-29062022-penyelenggaraan_produk_bank_perkreditan_rakyat_seojk_8_03_2022_pdf.pdf,287
Penyelenggaraan Produk Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat.aspx,Perbankan,BPR,Surat Edaran OJK,8/SEOJK.03/2022,29 Juni 2022,Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat -- RINGKASAN SEOJK 8 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Produk-Bank-Perkreditan-Rakyat/RINGKASAN%20SEOJK%208%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-8_seojk_03_2022-29062022-penyelenggaraan_produk_bank_perkreditan_rakyat_ringkasan_seojk_8_03_2022_pdf.pdf,288
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 13/SEOJK.03/2019 Tentang Penerapan Tata Kelola Bagi Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa.aspx,Perbankan,Perbankan Syariah,Surat Edaran OJK,9/SEOJK.03/2022,29 Juni 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa -- SEOJK 9 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa/SEOJK%209%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-9_seojk_03_2022-29062022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_13_seojk_03_2019_tentang_penerapan_tata_kelola_bagi_bank_pembiayaa_seojk_9_03_2022_pdf.pdf,289
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 13/SEOJK.03/2019 Tentang Penerapan Tata Kelola Bagi Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa.aspx,Perbankan,Perbankan Syariah,Surat Edaran OJK,9/SEOJK.03/2022,29 Juni 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa -- RINGKASAN SEOJK 9 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-13.SEOJK.03.2019-Tentang-Penerapan-Tata-Kelola-Bagi-Bank-Pembiayaa/RINGKASAN%20SEOJK%209%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-9_seojk_03_2022-29062022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_13_seojk_03_2019_tentang_penerapan_tata_kelola_bagi_bank_pembiayaa_ringkasan_seojk_9_03_2022_pdf.pdf,290
Pengawasan Lembaga Pembiayaan Ekspor Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,9/POJK.05/2022,14 Juni 2022,Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia -- POJK 9 - 05 -2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia/POJK%209%20-%2005%20-2022.pdf,ojk-peraturan_ojk-9_pojk_05_2022-14062022-pengawasan_lembaga_pembiayaan_ekspor_indonesia_pojk_9_05_2022_pdf.pdf,291
Pengawasan Lembaga Pembiayaan Ekspor Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,9/POJK.05/2022,14 Juni 2022,Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia -- RINGKASAN POJK 9 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia/RINGKASAN%20POJK%209%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-9_pojk_05_2022-14062022-pengawasan_lembaga_pembiayaan_ekspor_indonesia_ringkasan_pojk_9_05_2022_pdf.pdf,292
Tata Cara Pemeriksaan di Sektor Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022.aspx,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,7/SEOJK.04/2022,25 Mei 2022,Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022 -- SEOJK 7 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022/SEOJK%207%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-7_seojk_04_2022-25052022-tata_cara_pemeriksaan_di_sektor_pasar_modal_2022_seojk_7_04_2022_pdf.pdf,293
Tata Cara Pemeriksaan di Sektor Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022.aspx,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,7/SEOJK.04/2022,25 Mei 2022,Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022 -- RINGKASAN SEOJK 7 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal-2022/RINGKASAN%20SEOJK%207%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-7_seojk_04_2022-25052022-tata_cara_pemeriksaan_di_sektor_pasar_modal_2022_ringkasan_seojk_7_04_2022_pdf.pdf,294
Penilaian Kembali Bagi Pihak Utama Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan/atau Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran.aspx,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,6/SEOJK.04/2022,23 Mei 2022,Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran -- SEOJK 6 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran/SEOJK%206%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-6_seojk_04_2022-23052022-penilaian_kembali_bagi_pihak_utama_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_atau_peran_seojk_6_04_2022_pdf.pdf,295
Penilaian Kembali Bagi Pihak Utama Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan/atau Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran.aspx,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,6/SEOJK.04/2022,23 Mei 2022,Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran -- RINGKASAN SEOJK 6 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kembali-Bagi-Pihak-Utama-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-atau-Peran/RINGKASAN%20SEOJK%206%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-6_seojk_04_2022-23052022-penilaian_kembali_bagi_pihak_utama_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_atau_peran_ringkasan_seojk_6_04_2022_pdf.pdf,296
Pelaporan Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,8/POJK.04/2022,19 Mei 2022,Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek -- POJK 8 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek/POJK%208%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-8_pojk_04_2022-19052022-pelaporan_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_pojk_8_04_2022_pdf.pdf,297
Pelaporan Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,8/POJK.04/2022,19 Mei 2022,Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek -- RINGKASAN POJK 8 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek/RINGKASAN%20POJK%208%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-8_pojk_04_2022-19052022-pelaporan_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_ringkasan_pojk_8_04_2022_pdf.pdf,298
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.05/2018 tentang Penyelenggaraan Usaha Perusahaan Pembiayaan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,7/POJK.05/2022,18 Mei 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan -- POJK 7 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan/POJK%207%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-7_pojk_05_2022-18052022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_35_pojk_05_2018_tentang_penyelenggaraan_usaha_perusahaan_pembiayaan_pojk_7_05_2022_pdf.pdf,299
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.05/2018 tentang Penyelenggaraan Usaha Perusahaan Pembiayaan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,7/POJK.05/2022,18 Mei 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan -- RINGKASAN POJK 7 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan/RINGKASAN%20POJK%207%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-7_pojk_05_2022-18052022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_35_pojk_05_2018_tentang_penyelenggaraan_usaha_perusahaan_pembiayaan_ringkasan_pojk_7_05_2022_pdf.pdf,300
Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,6/POJK.07/2022,18 April 2022,Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan -- POJK 6 - 07 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan/POJK%206%20-%2007%20-%202022.pdf,ojk-peraturan_ojk-6_pojk_07_2022-18042022-perlindungan_konsumen_dan_masyarakat_di_sektor_jasa_keuangan_pojk_6_07_2022_pdf.pdf,301
Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,6/POJK.07/2022,18 April 2022,Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan -- RINGKASAN POJK 6 - 07 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan/RINGKASAN%20POJK%206%20-%2007%20-%202022.pdf,ojk-peraturan_ojk-6_pojk_07_2022-18042022-perlindungan_konsumen_dan_masyarakat_di_sektor_jasa_keuangan_ringkasan_pojk_6_07_2022_pdf.pdf,302
Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,6/POJK.07/2022,18 April 2022,Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan -- FAQ POJK 6 - 07 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan/FAQ%20POJK%206%20-%2007%20-%202022.pdf,ojk-peraturan_ojk-6_pojk_07_2022-18042022-perlindungan_konsumen_dan_masyarakat_di_sektor_jasa_keuangan_faq_pojk_6_07_2022_pdf.pdf,303
Lembaga Pengelola Informasi Perkreditan,https://www.ojk.go.id/id/regulasi/Pages/Lembaga-Pengelola-Informasi-Perkreditan-2022.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,5/POJK.03/2022,28 Maret 2022,Lembaga-Pengelola-Informasi-Perkreditan-2022 -- POJK 5 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Lembaga-Pengelola-Informasi-Perkreditan-2022/POJK%205%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-5_pojk_03_2022-28032022-lembaga_pengelola_informasi_perkreditan_2022_pojk_5_03_2022_pdf.pdf,304
Lembaga Pengelola Informasi Perkreditan,https://www.ojk.go.id/id/regulasi/Pages/Lembaga-Pengelola-Informasi-Perkreditan-2022.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,5/POJK.03/2022,28 Maret 2022,Lembaga-Pengelola-Informasi-Perkreditan-2022 -- RINGKASAN POJK 5 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Lembaga-Pengelola-Informasi-Perkreditan-2022/RINGKASAN%20POJK%205%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-5_pojk_03_2022-28032022-lembaga_pengelola_informasi_perkreditan_2022_ringkasan_pojk_5_03_2022_pdf.pdf,305
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2021 tentang Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4/POJK.04/2022,22 Maret 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas -- POJK 4 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas/POJK%204%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-4_pojk_04_2022-22032022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_7_pojk_04_2021_tentang_kebijakan_dalam_menjaga_kinerja_dan_stabilitas_pojk_4_04_2022_pdf.pdf,306
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 7/POJK.04/2021 tentang Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4/POJK.04/2022,22 Maret 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas -- RINGKASAN POJK 4 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-7-POJK-04-2021-tentang-Kebijakan-Dalam-Menjaga-Kinerja-dan-Stabilitas/RINGKASAN%20POJK%204%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-4_pojk_04_2022-22032022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_7_pojk_04_2021_tentang_kebijakan_dalam_menjaga_kinerja_dan_stabilitas_ringkasan_pojk_4_04_2022_pdf.pdf,307
Produk Asuransi yang Dikaitkan dengan Investasi,https://www.ojk.go.id/id/regulasi/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi.aspx,IKNB,Asuransi,Surat Edaran OJK,5/SEOJK.05/2022,14 Maret 2022,Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi -- SEOJK 5 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi/SEOJK%205%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-5_seojk_05_2022-14032022-produk_asuransi_yang_dikaitkan_dengan_investasi_seojk_5_05_2022_pdf.pdf,308
Produk Asuransi yang Dikaitkan dengan Investasi,https://www.ojk.go.id/id/regulasi/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi.aspx,IKNB,Asuransi,Surat Edaran OJK,5/SEOJK.05/2022,14 Maret 2022,Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi -- RINGKASAN SEOJK 5 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi/RINGKASAN%20SEOJK%205%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-5_seojk_05_2022-14032022-produk_asuransi_yang_dikaitkan_dengan_investasi_ringkasan_seojk_5_05_2022_pdf.pdf,309
Produk Asuransi yang Dikaitkan dengan Investasi,https://www.ojk.go.id/id/regulasi/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi.aspx,IKNB,Asuransi,Surat Edaran OJK,5/SEOJK.05/2022,14 Maret 2022,"Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi -- Lampiran SP - FAQ TINGKATKAN PERLINDUNGAN KONSUMEN, OJK PERKUAT REGULASI PRODUK ASURANSI.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Produk-Asuransi-yang-Dikaitkan-Dengan-Investasi/Lampiran%20SP%20-%20FAQ%20TINGKATKAN%20PERLINDUNGAN%20KONSUMEN,%20OJK%20PERKUAT%20REGULASI%20PRODUK%20ASURANSI.pdf",ojk-surat_edaran_ojk-5_seojk_05_2022-14032022-produk_asuransi_yang_dikaitkan_dengan_investasi_lampiran_sp_faq_tingkatkan_perlindungan_konsumen_ojk_perkuat_regulasi_produk_asuransi_pdf.pdf,310
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 20/SEOJK.04/2021 tentang Kebijakan Stimulus dan Relaksasi Ketentuan Terkait Emiten atau Perusahaan Publik dalam Menjaga Kinerja Dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Surat Edaran OJK,4/SEOJK.04/2022,10 Maret 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021 -- SEOJK 4 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021/SEOJK%204%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-4_seojk_04_2022-10032022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_20_seojk_04_2021_seojk_4_04_2022_pdf.pdf,311
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 20/SEOJK.04/2021 tentang Kebijakan Stimulus dan Relaksasi Ketentuan Terkait Emiten atau Perusahaan Publik dalam Menjaga Kinerja Dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Surat Edaran OJK,4/SEOJK.04/2022,10 Maret 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021 -- RINGKASAN SEOJK 4 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-20-SEOJK-04-2021/RINGKASAN%20SEOJK%204%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-4_seojk_04_2022-10032022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_20_seojk_04_2021_ringkasan_seojk_4_04_2022_pdf.pdf,312
Penilaian Tingkat Kesehatan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,BPR,Peraturan OJK,3/POJK.03/2022,4 Maret 2022,Penilaian-Tingkat-Kesehatan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah -- POJK 3 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah/POJK%203%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-3_pojk_03_2022-04032022-penilaian_tingkat_kesehatan_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah_pojk_3_03_2022_pdf.pdf,313
