title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,doc_id
Pedoman Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme Bagi Penyelenggara Layanan Urun Dana Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-Bagi-Penyelenggara-Layanan-Urun-Dana.aspx,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,17/SEOJK.04/2022,20 September 2022,Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-Bagi-Penyelenggara-Layanan-Urun-Dana -- Ringkasan SEOJK 17 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-Bagi-Penyelenggara-Layanan-Urun-Dana/Ringkasan%20SEOJK%2017%20-%202022.pdf,ojk-surat_edaran_ojk-17_seojk_04_2022-20092022-pedoman_penerapan_program_anti_pencucian_uang_dan_pencegahan_pendanaan_terorisme_bagi_penyelenggara_layanan_urun_dana_ringkasan_seojk_17_2022_pdf.pdf,254
Penyampaian Laporan Perusahaan Efek Yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,16/SEOJK.04/2022,12 September 2022,Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek -- SEOJK 16 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek/SEOJK%2016%20-%202022.pdf,ojk-surat_edaran_ojk-16_seojk_04_2022-12092022-penyampaian_laporan_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_seojk_16_2022_pdf.pdf,255
Penyampaian Laporan Perusahaan Efek Yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx,Pasar Modal,Perusahaan Efek,Surat Edaran OJK,16/SEOJK.04/2022,12 September 2022,Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek -- RINGKASAN SEOJK 16 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Perusahaan-Efek-Yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek/RINGKASAN%20SEOJK%2016%20-%202022.pdf,ojk-surat_edaran_ojk-16_seojk_04_2022-12092022-penyampaian_laporan_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek_ringkasan_seojk_16_2022_pdf.pdf,256
Penilaian Tingkat Kesehatan Lembaga Pembiayaan Ekspor Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,15/SEOJK.05/2022,7 September 2022,Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia -- SEOJK 15 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia/SEOJK%2015%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-15_seojk_05_2022-07092022-penilaian_tingkat_kesehatan_lembaga_pembiayaan_ekspor_indonesia_seojk_15_05_2022_pdf.pdf,257
Penilaian Tingkat Kesehatan Lembaga Pembiayaan Ekspor Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,15/SEOJK.05/2022,7 September 2022,Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia -- RINGKASAN SEOJK 15 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Pembiayaan-Ekspor-Indonesia/RINGKASAN%20SEOJK%2015%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-15_seojk_05_2022-07092022-penilaian_tingkat_kesehatan_lembaga_pembiayaan_ekspor_indonesia_ringkasan_seojk_15_05_2022_pdf.pdf,258
Tata Cara Evaluasi dan Penyusunan Peraturan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,14/SEOJK.07/2022,7 September 2022,Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan -- SEOJK 14 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan/SEOJK%2014%20-%202022.pdf,ojk-surat_edaran_ojk-14_seojk_07_2022-07092022-tata_cara_evaluasi_dan_penyusunan_peraturan_lembaga_alternatif_penyelesaian_sengketa_sektor_jasa_keuangan_seojk_14_2022_pdf.pdf,259
Tata Cara Evaluasi dan Penyusunan Peraturan Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,14/SEOJK.07/2022,7 September 2022,Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan -- RINGKASAN SEOJK 14 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Evaluasi-dan-Penyusunan-Peraturan-Lembaga-Alternatif-Penyelesaian-Sengketa-Sektor-Jasa-Keuangan/RINGKASAN%20SEOJK%2014%20-%202022.pdf,ojk-surat_edaran_ojk-14_seojk_07_2022-07092022-tata_cara_evaluasi_dan_penyusunan_peraturan_lembaga_alternatif_penyelesaian_sengketa_sektor_jasa_keuangan_ringkasan_seojk_14_2022_pdf.pdf,260
Pedoman Perilaku Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Perilaku-Manajer-Investasi.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,17/POJK.04/2022,5 September 2022,Pedoman-Perilaku-Manajer-Investasi -- POJK 17 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Perilaku-Manajer-Investasi/POJK%2017%20-%202022.pdf,ojk-peraturan_ojk-17_pojk_04_2022-05092022-pedoman_perilaku_manajer_investasi_pojk_17_2022_pdf.pdf,261
Pedoman Perilaku Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Perilaku-Manajer-Investasi.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,17/POJK.04/2022,5 September 2022,Pedoman-Perilaku-Manajer-Investasi -- RINGKASAN POJK 17 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Perilaku-Manajer-Investasi/RINGKASAN%20POJK%2017%20-%202022.pdf,ojk-peraturan_ojk-17_pojk_04_2022-05092022-pedoman_perilaku_manajer_investasi_ringkasan_pojk_17_2022_pdf.pdf,262
Bank Umum Syariah,https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,16/POJK.03/2022,31 Agustus 2022,Bank-Umum-Syariah -- POJK 16 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-Syariah/POJK%2016%20-%202022.pdf,ojk-peraturan_ojk-16_pojk_03_2022-31082022-bank_umum_syariah_pojk_16_2022_pdf.pdf,263
Bank Umum Syariah,https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,16/POJK.03/2022,31 Agustus 2022,Bank-Umum-Syariah -- RINGKASAN POJK 16 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-Syariah/RINGKASAN%20POJK%2016%20-%202022.pdf,ojk-peraturan_ojk-16_pojk_03_2022-31082022-bank_umum_syariah_ringkasan_pojk_16_2022_pdf.pdf,264
Bank Umum Syariah,https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,16/POJK.03/2022,31 Agustus 2022,Bank-Umum-Syariah -- FAQ POJK 16 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-Syariah/FAQ%20POJK%2016%20-%202022.pdf,ojk-peraturan_ojk-16_pojk_03_2022-31082022-bank_umum_syariah_faq_pojk_16_2022_pdf.pdf,265
Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15/POJK.04/2022,22 Agustus 2022,Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka -- POJK 15 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka/POJK%2015%20-%202022.pdf,ojk-peraturan_ojk-15_pojk_04_2022-22082022-pemecahan_saham_dan_penggabungan_saham_oleh_perusahaan_terbuka_pojk_15_2022_pdf.pdf,266
Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,15/POJK.04/2022,22 Agustus 2022,Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka -- RINGKASAN POJK 15 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka/RINGKASAN%20POJK%2015%20-%202022.pdf,ojk-peraturan_ojk-15_pojk_04_2022-22082022-pemecahan_saham_dan_penggabungan_saham_oleh_perusahaan_terbuka_ringkasan_pojk_15_2022_pdf.pdf,267
Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik.aspx,Pasar Modal,"Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Peraturan OJK,14/POJK.04/2022,22 Agustus 2022,Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik -- POJK 14 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik/POJK%2014%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-14_pojk_04_2022-22082022-penyampaian_laporan_keuangan_berkala_emiten_atau_perusahaan_publik_pojk_14_04_2022_pdf.pdf,268
Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik.aspx,Pasar Modal,"Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Peraturan OJK,14/POJK.04/2022,22 Agustus 2022,Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik -- RINGKASAN POJK 14 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik/RINGKASAN%20POJK%2014%20-%2004%20-%202022.pdf,ojk-peraturan_ojk-14_pojk_04_2022-22082022-penyampaian_laporan_keuangan_berkala_emiten_atau_perusahaan_publik_ringkasan_pojk_14_04_2022_pdf.pdf,269
Laporan Bulanan PT Permodalan Nasional Madani,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-PT-Permodalan-Nasional-Madani.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,13/SEOJK.05/2022,19 Juli 2022,Laporan-Bulanan-PT-Permodalan-Nasional-Madani -- SEOJK 13 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-PT-Permodalan-Nasional-Madani/SEOJK%2013%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-13_seojk_05_2022-19072022-laporan_bulanan_pt_permodalan_nasional_madani_seojk_13_05_2022_pdf.pdf,270
Laporan Bulanan PT Permodalan Nasional Madani,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-PT-Permodalan-Nasional-Madani.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,13/SEOJK.05/2022,19 Juli 2022,Laporan-Bulanan-PT-Permodalan-Nasional-Madani -- RINGKASAN SEOJK 13 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-PT-Permodalan-Nasional-Madani/RINGKASAN%20SEOJK%2013%20-%2005%20-%202022.pdf,ojk-surat_edaran_ojk-13_seojk_05_2022-19072022-laporan_bulanan_pt_permodalan_nasional_madani_ringkasan_seojk_13_05_2022_pdf.pdf,271
Laporan Bulanan Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK.aspx,Perbankan,BPR,Surat Edaran OJK,12/SEOJK.03/2022,19 Juli 2022,Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK -- SEOJK 12 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK/SEOJK%2012%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-12_seojk_03_2022-19072022-laporan_bulanan_bank_perkreditan_rakyat_seojk_seojk_12_03_2022_pdf.pdf,272
Laporan Bulanan Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK.aspx,Perbankan,BPR,Surat Edaran OJK,12/SEOJK.03/2022,19 Juli 2022,Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK -- RINGKASAN SEOJK 12 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-Bank-Perkreditan-Rakyat-SEOJK/RINGKASAN%20SEOJK%2012%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-12_seojk_03_2022-19072022-laporan_bulanan_bank_perkreditan_rakyat_seojk_ringkasan_seojk_12_03_2022_pdf.pdf,273
Penilaian Tingkat Kesehatan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS.aspx,Perbankan,BPR,Surat Edaran OJK,11/SEOJK.03/2022,18 Juli 2022,Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS -- SEOJK 11 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS/SEOJK%2011%20-%2003%20-%202022.pdf,ojk-surat_edaran_ojk-11_seojk_03_2022-18072022-penilaian_tingkat_kesehatan_bpr_dan_bprs_seojk_11_03_2022_pdf.pdf,274
Penilaian Tingkat Kesehatan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS.aspx,Perbankan,BPR,Surat Edaran OJK,11/SEOJK.03/2022,18 Juli 2022,Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS -- RINGKASAN SEOJK 11 - 03 -2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-BPR-dan-BPRS/RINGKASAN%20SEOJK%2011%20-%2003%20-2022.pdf,ojk-surat_edaran_ojk-11_seojk_03_2022-18072022-penilaian_tingkat_kesehatan_bpr_dan_bprs_ringkasan_seojk_11_03_2022_pdf.pdf,275
Pengawasan Perusahaan Perseroan (Persero) PT Bahana Pembinaan Usaha Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,13/POJK.05/2022,8 Juli 2022,Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia -- POJK 13 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia/POJK%2013%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-13_pojk_05_2022-08072022-pengawasan_perusahaan_perseroan_persero_pt_bahana_pembinaan_usaha_indonesia_pojk_13_05_2022_pdf.pdf,276
Pengawasan Perusahaan Perseroan (Persero) PT Bahana Pembinaan Usaha Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,13/POJK.05/2022,8 Juli 2022,Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia -- RINGKASAN POJK 13 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia/RINGKASAN%20POJK%2013%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-13_pojk_05_2022-08072022-pengawasan_perusahaan_perseroan_persero_pt_bahana_pembinaan_usaha_indonesia_ringkasan_pojk_13_05_2022_pdf.pdf,277
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.05/2018 Tentang Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,12/POJK.05/2022,7 Juli 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan -- POJK 12 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan/POJK%2012%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-12_pojk_05_2022-07072022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_4_pojk_05_2018_tentang_perusahaan_pembiayaan_sekunder_perumahan_pojk_12_05_2022_pdf.pdf,278
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.05/2018 Tentang Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,12/POJK.05/2022,7 Juli 2022,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan -- RINGKASAN POJK 12 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan/RINGKASAN%20POJK%2012%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-12_pojk_05_2022-07072022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_4_pojk_05_2018_tentang_perusahaan_pembiayaan_sekunder_perumahan_ringkasan_pojk_12_05_2022_pdf.pdf,279
Penyelenggaraan Teknologi Informasi Oleh Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,11/POJK.03/2022,7 Juli 2022,Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum -- POJK 11 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum/POJK%2011%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-11_pojk_03_2022-07072022-penyelenggaraan_teknologi_informasi_oleh_bank_umum_pojk_11_03_2022_pdf.pdf,280
Penyelenggaraan Teknologi Informasi Oleh Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,11/POJK.03/2022,7 Juli 2022,Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum -- RINGKASAN POJK 11 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum/RINGKASAN%20POJK%2011%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-11_pojk_03_2022-07072022-penyelenggaraan_teknologi_informasi_oleh_bank_umum_ringkasan_pojk_11_03_2022_pdf.pdf,281
Penyelenggaraan Teknologi Informasi Oleh Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,11/POJK.03/2022,7 Juli 2022,Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum -- FAQ POJK 11 - 03 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum/FAQ%20POJK%2011%20-%2003%20-%202022.pdf,ojk-peraturan_ojk-11_pojk_03_2022-07072022-penyelenggaraan_teknologi_informasi_oleh_bank_umum_faq_pojk_11_03_2022_pdf.pdf,282
Layanan Pendanaan Bersama Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,10/POJK.05/2022,4 Juli 2022,Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi -- POJK 10 - 05 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi/POJK%2010%20-%2005%20-%202022.pdf,ojk-peraturan_ojk-10_pojk_05_2022-04072022-layanan_pendanaan_bersama_berbasis_teknologi_informasi_pojk_10_05_2022_pdf.pdf,283
Layanan Pendanaan Bersama Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,10/POJK.05/2022,4 Juli 2022,Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi -- RINGKASAN POJK 10 - 05 -2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi/RINGKASAN%20POJK%2010%20-%2005%20-2022.pdf,ojk-peraturan_ojk-10_pojk_05_2022-04072022-layanan_pendanaan_bersama_berbasis_teknologi_informasi_ringkasan_pojk_10_05_2022_pdf.pdf,284
Perubahan Atas Surat Edaran Otoritas Jasa Keuangan Nomor 8/SEOJK.04/2020 Tentang Kontribusi Dana Jaminan Berdasarkan Nilai,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai-.aspx,Pasar Modal,Peraturan Lainnya,Surat Edaran OJK,10/SEOJK.04/2022,29 Juni 2022,Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai- -- SEOJK 10 - 04 - 2022.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Surat-Edaran-Otoritas-Jasa-Keuangan-Nomor-8.SEOJK.04.2020-Tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai-/SEOJK%2010%20-%2004%20-%202022.pdf,ojk-surat_edaran_ojk-10_seojk_04_2022-29062022-perubahan_atas_surat_edaran_otoritas_jasa_keuangan_nomor_8_seojk_04_2020_tentang_kontribusi_dana_jaminan_berdasarkan_nilai__seojk_10_04_2022_pdf.pdf,285
